feature_id	raw_id	raw_name	mz	rt	class	sub_class
Metabolite_M783T656_3	M783T656_3	PC(18_1(9Z)_18_3(9Z,12Z,15Z))	782.5782	655.5		
Metabolite_M778T373_2	M778T373_2	2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol	777.682	372.7	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M718T379	M718T379	5-Methyltetrahydropteroyltri-L-glutamic acid	718.2872	378.6	Pteridines and derivatives	Pterins and derivatives
Metabolite_M134T54	M134T54	Guanine	134.0446	54.5	Imidazopyrimidines	Purines and purine derivatives
Metabolite_M302T63	M302T63	3-deoxy-D-manno-octulosonate 8-phosphate	302.0194	63.3	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M877T57_1	M877T57_1	Hydroxymethylbilane	877.2649	57.2	Tetrapyrroles and derivatives	
Metabolite_M265T350	M265T350	Pinosylvin methyl ether	265.2002	349.7		
Metabolite_M785T475_2	M785T475_2	PC(18_1(9Z)_18_2(9Z,12Z))	784.5944	475.2		
Metabolite_M339T380	M339T380	S-Adenosylmethioninamine	339.14	380	5'-deoxyribonucleosides	5'-deoxy-5'-thionucleosides
Metabolite_M201T228	M201T228	Serylglycine	201.1594	228.4	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M253T232	M253T232	1,10-dihydro-1,10-dihydroxyfluoren-9-one	253.1638	232.4	Fluorenes	
Metabolite_M697T290_4	M697T290_4	Protomycinolide IV	697.4588	290.2		
Metabolite_M195T387	M195T387	cis-1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate	195.1376	387.4		
Metabolite_M200T41	M200T41	Ethionamide sulphoxide	200.0827	41.3	Pyridines and derivatives	
Metabolite_M343T389	M343T389	Oleandolide	343.2522	389.5		
Metabolite_M348T379	M348T379	Pseudomonine	348.1622	379.4	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M806T622_1	M806T622_1	Erythronolide B	805.541	622.4		
Metabolite_M199T407	M199T407	D-Alanyl-D-alanine	199.18	406.6	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M345T311	M345T311	(S)-scoulerine	345.1853	310.5	Protoberberine alkaloids and derivatives	
Metabolite_M301T46	M301T46	4-Coumaryl alcohol	301.1395	46.3	Cinnamyl alcohols	
Metabolite_M430T385	M430T385	roquefortine D	430.2928	384.5		
Metabolite_M297T227_2	M297T227_2	Glyceollidin II	297.1525	227.4	Isoflavonoids	Furanoisoflavonoids
Metabolite_M279T227	M279T227	10-Deoxymethynolide	279.1917	226.9		
Metabolite_M299T368	M299T368	Lactose	299.1379	367.5	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M381T439	M381T439	(25R)-3-ketocholest-4-en-26-al	381.31	438.9		
Metabolite_M376T459_1	M376T459_1	Dehydroxypaxilline	376.2583	459.5	Naphthopyrans	
Metabolite_M324T185	M324T185	6-hydroxytryprostatin B	324.2115	184.5		
Metabolite_M309T53	M309T53	Cyclo(tyrosyl-tyrosyl)	309.1279	53.3		
Metabolite_M424T485_2	M424T485_2	Oleanolic aldehyde	424.3399	484.6	Prenol lipids	Triterpenoids
Metabolite_M338T223	M338T223	Lambertine	338.1337	222.8	Protoberberine alkaloids and derivatives	
Metabolite_M448T577_1	M448T577_1	ecdysone	448.2879	577.1		
Metabolite_M206T192	M206T192	S-Acetyldihydrolipoamide	206.1001	192.4	Fatty Acyls	Fatty amides
Metabolite_M322T398	M322T398	Guanosine	322.1846	398	Purine nucleosides	
Metabolite_M158T71	M158T71	L-Threonine	158.1536	71.1	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M645T42_2	M645T42_2	Nadide	645.0991	42		
Metabolite_M164T91	M164T91	4-Hydroxy-1-(3-pyridinyl)-1-butanone	164.0717	91.5	Organooxygen compounds	Carbonyl compounds
Metabolite_M203T141	M203T141	L-Tryptophan	203.0826	140.7	Indoles and derivatives	Indolyl carboxylic acids and derivatives
Metabolite_M165T306	M165T306	(4S)-7-Hydroxy-4-isopropenyl-7-methyloxepan-2-one	165.0921	306.1		
Metabolite_M169T359	M169T359	2-Exo-hydroxy-1,8-cineole	169.1234	358.9	Oxanes	
Metabolite_M214T48	M214T48	sn-glycero-3-Phosphoethanolamine	214.0486	48.1	Glycerophospholipids	Glycerophosphoethanolamines
Metabolite_M187T73	M187T73	4-Oxocyclohexanecarboxylate	187.0612	72.6		
Metabolite_M135T46_2	M135T46_2	Threonic acid	135.0299	46.1	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M175T49	M175T49	3-Isopropylmalic acid	175.0612	48.6	Fatty Acyls	Fatty acids and conjugates
Metabolite_M407T356_2	M407T356_2	Cortisol	407.2075	355.6	Steroids and steroid derivatives	Hydroxysteroids
Metabolite_M237T46_1	M237T46_1	Quinic acid	237.0616	46.3	Organooxygen compounds	Alcohols and polyols
Metabolite_M209T294	M209T294	FA 12_3;O	209.1183	293.8		
Metabolite_M185T369	M185T369	6-Hydroxy-3-isopropenylheptanoate	185.1183	368.6		
Metabolite_M204T138	M204T138	(2R)-2-hydroxy-3-(1H-indol-3-yl)propanoic acid	204.0666	137.8		
Metabolite_M172T95	M172T95	N-Acetylleucine	172.0978	94.8	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M193T421	M193T421	1-Methoxy-4-(2-propenyl)benzene	193.087	420.8		
Metabolite_M188T99	M188T99	Kynurenic acid	188.0353	99.2	Quinolines and derivatives	Quinoline carboxylic acids
Metabolite_M308T46_2	M308T46_2	thiamine(1+) aldehyde	308.1173	46		
Metabolite_M165T104	M165T104	3-phenyllactic acid	165.0557	104.3		
Metabolite_M152T379	M152T379	3-Amino-5-hydroxybenzoic acid	152.0353	379.1	Benzene and substituted derivatives	Benzoic acids and derivatives
Metabolite_M195T81	M195T81	2-Methoxy-4-vinylphenol	195.0663	80.8	Phenols	Methoxyphenols
Metabolite_M144T326	M144T326	Indole-3-carboxaldehyde	144.0455	326.3	Indoles and derivatives	Indoles
Metabolite_M215T107	M215T107	8-Methylnonenoate	215.1289	106.8	Fatty Acyls	Fatty acids and conjugates
Metabolite_M197T75	M197T75	Nudifloramide	197.0568	74.8	Pyridines and derivatives	Pyridinecarboxylic acids and derivatives
Metabolite_M128T48	M128T48	Pipecolic acid	128.0353	47.8	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M137T134	M137T134	4-Hydroxybenzoic acid	137.0244	133.9	Benzene and substituted derivatives	Benzoic acids and derivatives
Metabolite_M195T46	M195T46	Gluconic acid	195.051	46	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M186T73	M186T73	6-Acetamido-3-oxohexanoate	186.0772	72.8		
Metabolite_M183T47	M183T47	2-Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline	183.016	47.4	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M174T49_1	M174T49_1	N4-Acetylaminobutanal	174.0772	48.7	Organooxygen compounds	Carbonyl compounds
Metabolite_M159T73	M159T73	epsilon-Caprolactone	159.0663	73.3	Lactones	
Metabolite_M171T90	M171T90	Oxalosuccinic acid	171.0663	90.5	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives
Metabolite_M146T46	M146T46	L-Glutamic acid	146.0459	45.7	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M173T73_2	M173T73_2	L-Theanine	173.0819	72.7	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M181T71_1	M181T71_1	3-Methoxy-4-hydroxyphenylglycolaldehyde	181.0506	71.5	Phenols	Methoxyphenols
Metabolite_M239T367	M239T367	4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-butanone	239.1653	366.6	Prenol lipids	Sesquiterpenoids
Metabolite_M391T407	M391T407	Hyodeoxycholic acid	391.2853	407.1		
Metabolite_M223T308	M223T308	Vomifoliol	223.134	308.5		
Metabolite_M161T73	M161T73	Propioin	161.0819	73.2		
Metabolite_M206T146	M206T146	N-Acetyl-L-phenylalanine	206.0823	145.9	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M195T241	M195T241	(R)-Menthofuran	195.1027	241.4	Prenol lipids	Monoterpenoids
Metabolite_M184T50_2	M184T50_2	4-Amino-5-hydroxymethyl-2-methylpyrimidine	184.0728	49.7	Diazines	Pyrimidines and pyrimidine derivatives
Metabolite_M183T278	M183T278	7-hydroxy-4-isopropenyl-7-methyloxepan-2-one	183.1027	278.1		
Metabolite_M209T75	M209T75	5-Hydroxyferulic acid	209.0455	75	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives
Metabolite_M189T49	M189T49	2,4-dihydroxy-2-heptenedioc acid	189.0405	48.8		
Metabolite_M186T80	M186T80	Panthenol	186.1136	79.9		
Metabolite_M377T491	M377T491	23-Nordeoxycholic acid	377.2698	491.4	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M163T34	M163T34	3-(4-hydroxyphenyl)lactate	163.0401	33.6	Phenylpropanoic acids	
Metabolite_M200T72	M200T72	(3S,5S)-Carbapenam-3-carboxylate	200.0564	72.5		
Metabolite_M167T48	M167T48	Uric acid	167.0211	48.2	Imidazopyrimidines	Purines and purine derivatives
Metabolite_M151T73	M151T73	(R)-mandelic Acid	151.0401	72.7	Benzene and substituted derivatives	
Metabolite_M161T113	M161T113	3,6-anhydro-alpha-L-galactopyranose	160.8969	112.9		
Metabolite_M158T74	M158T74	5-Acetamidovalerate	158.0823	73.7	Fatty Acyls	Fatty acids and conjugates
Metabolite_M159T239	M159T239	5-Hydroxyvalproic acid	159.1027	239.3	Fatty Acyls	Fatty acids and conjugates
Metabolite_M159T257	M159T257	Lactyl- Brenztraubensaure	159.1027	256.8		
Metabolite_M138T327	M138T327	2-Nitrophenol	138.0197	327.4	Phenols	Nitrophenols
Metabolite_M187T256	M187T256	4-Sulfobenzyl alcohol	187.0071	256.2		
Metabolite_M145T49	M145T49	L-Glutamine	145.0619	48.8	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M173T73_1	M173T73_1	N-Methyltryptamine	173.0455	72.7	Indoles and derivatives	Tryptamines and derivatives
Metabolite_M173T92	M173T92	13031-04-4	173.0455	91.5		
Metabolite_M186T232	M186T232	Indoleacrylic acid	186.0561	231.6	Indoles and derivatives	Indoles
Metabolite_M215T359	M215T359	2-Undecanone	215.1652	359.4	Organooxygen compounds	Carbonyl compounds
Metabolite_M263T287	M263T287	Gamma-CEHC	263.1288	286.7	Benzopyrans	1-benzopyrans
Metabolite_M188T44	M188T44	AminoDHQ	188.0565	44.3		
Metabolite_M145T43	M145T43	Oxoglutaric acid	145.0142	42.6	Keto acids and derivatives	Gamma-keto acids and derivatives
Metabolite_M171T379	M171T379	p-Menthane-3,8-diol	171.1391	379.3	Prenol lipids	Monoterpenoids
Metabolite_M162T155	M162T155	3-Hydroxykynurenamine	162.0561	155.2	Organooxygen compounds	Carbonyl compounds
Metabolite_M177T46	M177T46	Hamamelose	177.0404	46		
Metabolite_M178T93	M178T93	Hippuric acid	178.0509	92.8	Benzene and substituted derivatives	Benzoic acids and derivatives
Metabolite_M211T72	M211T72	Piperitenone	211.0975	72.4	Prenol lipids	Monoterpenoids
Metabolite_M137T68	M137T68	Urocanic acid	137.0357	68.2	Azoles	Imidazoles
Metabolite_M135T292	M135T292	4-Hydroxy-3-methoxybenzenemethanol	135.0452	292.2	Phenols	Methoxyphenols
Metabolite_M219T97	M219T97	Valienone	218.9968	97.2		
Metabolite_M189T218	M189T218	VALPROIC ACID	189.1133	218.5		
Metabolite_M133T43	M133T43	DL-Malic acid	133.0143	42.6	Hydroxy acids and derivatives	Beta hydroxy acids and derivatives
Metabolite_M185T48	M185T48	Gamma-Glutamylglycine	185.0567	48.1	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M172T73	M172T73	5-(Carboxymethyl)proline	172.0616	72.8		
Metabolite_M153T47	M153T47	Glycerol 3-phosphate	152.9959	46.9	Glycerophospholipids	Glycerophosphates
Metabolite_M479T535	M479T535	Crustecdysone	479.3012	535.2	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M114T53	M114T53	L-Proline	114.0561	52.6	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M173T47	M173T47	Formiminoglutamic acid	173.0567	47.1	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M239T242	M239T242	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	239.0926	241.5	Fatty Acyls	Fatty acids and conjugates
Metabolite_M188T126	M188T126	1-Acetylisatin	188.0354	125.6		
Metabolite_M233T42	M233T42	N-(Carboxymethyl)-N-(2-((carboxymethyl)amino)ethyl)glycine	233.0778	42.4	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M257T287	M257T287	Tetradecanedioic acid	257.1757	287	Fatty Acyls	Fatty acids and conjugates
Metabolite_M212T214	M212T214	Indoxyl sulfate	212.0022	214.1		
Metabolite_M167T126	M167T126	4-Hydroxymethylsalicylate	167.0349	126.3		
Metabolite_M131T74	M131T74	6-Hydroxyhexanoic acid	131.0713	73.6	Hydroxy acids and derivatives	Medium-chain hydroxy acids and derivatives
Metabolite_M144T48	M144T48	2-Keto-glutaramic acid	144.0303	47.8	Keto acids and derivatives	Short-chain keto acids and derivatives
Metabolite_M255T220	M255T220	L,L-Cyclo(leucylprolyl)	255.1349	220.3	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M283T542	M283T542	Stearic acid	283.2641	542	Fatty Acyls	Fatty acids and conjugates
Metabolite_M213T339	M213T339	3-Oxododecanoic acid	213.1495	339.4	Keto acids and derivatives	Medium-chain keto acids and derivatives
Metabolite_M169T272	M169T272	Azelaic acid	169.0871	272	Fatty Acyls	Fatty acids and conjugates
Metabolite_M164T104	M164T104	5-Pyridoxolactone	164.0354	104.3	Pyridines and derivatives	Pyridinecarboxylic acids and derivatives
Metabolite_M164T73	M164T73	(R)-2-Hydroxy-2H-1,4-benzoxazin-3(4H)-one	164.0354	73.4	Benzoxazines	Benzoxazinones
Metabolite_M188T237	M188T237	Indole-3-propionic acid	188.0716	237.1	Indoles and derivatives	Indolyl carboxylic acids and derivatives
Metabolite_M211T303_1	M211T303_1	2-Hydroxy-6-ketononatrienedioate	211.0247	302.9		
Metabolite_M357T659	M357T659	Lithocholic acid	357.2797	658.8		
Metabolite_M203T73_1	M203T73_1	Diethyl 2-hydroxy-3-methylsuccinate	203.0926	73		
Metabolite_M132T46	M132T46	L-Aspartic acid	132.0303	45.8	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M173T67	M173T67	L-Arginine	173.1043	66.8	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M257T289	M257T289	FA 12_2;O	257.1393	288.5		
Metabolite_M255T649	M255T649	1-epi-Valienol 7-phosphate	255.2328	648.6		
Metabolite_M329T622	M329T622	taxa-4(20),11-dien-5-alpha-yl acetate	329.2484	622.4		
Metabolite_M117T42	M117T42	Succinic acid	117.0194	42.3	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives
Metabolite_M245T232	M245T232	L-Tryptophan betaine	245.1294	231.5	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M267T410	M267T410	beta-Caryophyllene alcohol	267.1964	409.5	Organooxygen compounds	Alcohols and polyols
Metabolite_M145T155	M145T155	3-Hexen-1-ol	145.0871	155.3	Fatty Acyls	Fatty alcohols
Metabolite_M173T162	M173T162	Phenol sulphate	172.9913	162.3	Organic sulfuric acids and derivatives	Arylsulfates
Metabolite_M427T44_1	M427T44_1	IDP	427.0059	43.8	Purine nucleotides	Purine ribonucleotides
Metabolite_M103T50	M103T50	alpha-Hydroxyisobutyric acid	103.04	50.4	Hydroxy acids and derivatives	Alpha hydroxy acids and derivatives
Metabolite_M243T72	M243T72	Uridine	243.0621	72.3	Pyrimidine nucleosides	
Metabolite_M176T72	M176T72	N-formylmethionine	176.0388	72.3	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M274T122	M274T122	L-Tyrosine methyl ester 4-sulfate	274.0389	122.4		
Metabolite_M129T98	M129T98	3-methyl-2-oxovalerate	129.0558	97.7	Keto acids and derivatives	Short-chain keto acids and derivatives
Metabolite_M129T73	M129T73	4-Acetylbutyrate	129.0558	72.9	Fatty Acyls	Fatty acids and conjugates
Metabolite_M207T263	M207T263	2-Naphthalenesulfonic acid	207.012	262.6	Naphthalenes	Naphthalene sulfonic acids and derivatives
Metabolite_M182T91	M182T91	Pyridoxate	182.046	91.1	Pyridines and derivatives	Pyridinecarboxylic acids and derivatives
Metabolite_M203T46	M203T46	4-Methylene-L-glutamine	203.0672	45.7		
Metabolite_M267T309	M267T309	(+)-Dehydrovomifoliol	267.1236	308.6	Prenol lipids	Sesquiterpenoids
Metabolite_M157T278	M157T278	3-Oxovalproic acid	157.0869	277.9	Keto acids and derivatives	Short-chain keto acids and derivatives
Metabolite_M117T55	M117T55	FA 5_0;O	117.0558	55.1		
Metabolite_M723T581_3	M723T581_3	Deoxymyxol 2-(2,4-di-O-methyl-fucoside)	723.4999	580.6		
Metabolite_M269T444	M269T444	(S)-10,16-Dihydroxyhexadecanoic acid	269.212	444	Fatty Acyls	Fatty acids and conjugates
Metabolite_M255T265	M255T265	7,12-Dimethylbenz[a]anthracene	255.1137	264.7	Phenanthrenes and derivatives	
Metabolite_M285T341	M285T341	Hexadecanedioic acid	285.2069	340.6	Fatty Acyls	Fatty acids and conjugates
Metabolite_M387T52	M387T52	Sucrose	387.1141	51.5	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M121T268	M121T268	4-Hydroxybenzaldehyde	121.0296	268.1	Organooxygen compounds	Carbonyl compounds
Metabolite_M155T33	M155T33	5-Carboxyuracil	155.0097	33.2		
Metabolite_M143T52	M143T52	2-Deoxyinosose	143.0351	51.6		
Metabolite_M263T119	M263T119	Phenylacetylglutamine	263.1035	119.2	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M187T311	M187T311	FA 10_0;O	187.1338	310.8		
Metabolite_M119T45	M119T45	Glyoxylic acid	118.9987	44.6	Carboxylic acids and derivatives	Carboxylic acids
Metabolite_M295T486	M295T486	FA 18_2;O	295.2276	485.8		
Metabolite_M181T52_dup_1	M181T52	3,5-dihydroxyphenylglyoxylic acid	181.0716	52		
Metabolite_M109T231	M109T231	Catechol	109.0296	230.8		
Metabolite_M146T50	M146T50	(1Z,2S)-2-methylbutanal oxime	146.0824	50		
Metabolite_M337T418	M337T418	16alpha-Hydroxysteroid	337.2381	418.3		
Metabolite_M165T72	M165T72	Ribonic acid	165.0403	71.6	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M367T339_2	M367T339_2	Dehydroepiandrosterone sulfate	367.1581	338.7	Steroids and steroid derivatives	Sulfated steroids
Metabolite_M293T73_1	M293T73_1	6-Hydroxymelatonin	293.114	73.2	Indoles and derivatives	Hydroxyindoles
Metabolite_M225T118	M225T118	FA 12_3;O2	225.113	118.4		
Metabolite_M129T42	M129T42	Citraconic acid	129.0192	41.7	Fatty Acyls	Fatty acids and conjugates
Metabolite_M297T524	M297T524	FA 18_0;O2	297.2432	524.3		
Metabolite_M479T590	M479T590	6-Oxogentamicin X2	479.3373	589.5		
Metabolite_M577T552_1	M577T552_1	Astaxanthin	577.3681	552.4	Prenol lipids	Tetraterpenoids
Metabolite_M149T46	M149T46	3-Hydroxyisobutyric acid	149.0457	46.3		
Metabolite_M130T46	M130T46	2-Amino-4-oxopentanoate	130.0511	46.4		
Metabolite_M465T326	M465T326	Cholesterol sulfate	465.3039	325.6	Steroids and steroid derivatives	Cholestane steroids
Metabolite_M227T587	M227T587	Myristic acid	227.2014	587.2	Fatty Acyls	Fatty acids and conjugates
Metabolite_M183T72	M183T72	3-methylgallic acid	183.0297	72.4		
Metabolite_M615T320	M615T320	3-Hydroxyethylbacteriochlorophyllide a	615.247	319.7		
Metabolite_M191T46	M191T46	5-Epi-valiolone	191.0559	46.1		
Metabolite_M595T423_2	M595T423_2	Magnoline	595.282	423.1		
Metabolite_M185T300	M185T300	6-hydroxy-3-isopropenylheptanoic acid	185.1181	300.3		
Metabolite_M103T46	M103T46	Tartronate semialdehyde	103.0038	46.1	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M253T600	M253T600	Palmitoleic acid	253.217	600	Fatty Acyls	Fatty acids and conjugates
Metabolite_M115T56	M115T56	Fumaric acid	115.0402	56.2	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives
Metabolite_M273T40	M273T40	Deoxyuridine	273.0725	40.1	Pyrimidine nucleosides	Pyrimidine 2'-deoxyribonucleosides
Metabolite_M157T34	M157T34	2-n-Propyl-4-oxopentanoic acid	157.0872	33.6	Keto acids and derivatives	Gamma-keto acids and derivatives
Metabolite_M231T261	M231T261	3,4-Dihydroxyphenylglycol	231.0513	261.4	Phenols	Benzenediols
Metabolite_M175T43_2	M175T43_2	2-oxogluconic acid	175.0246	42.9		
Metabolite_M111T40	M111T40	2-Furoic acid	111.0089	40.2	Furans	Furoic acid and derivatives
Metabolite_M295T470	M295T470	3-HODE + 9-HODE	295.2275	469.9	Fatty Acyls	Lineolic acids and derivatives
Metabolite_M227T277	M227T277	2E-Dodecenedioic acid	227.1286	277	Fatty Acyls	Fatty acids and conjugates
Metabolite_M123T89	M123T89	3-hydroxybenzyl alcohol	123.0453	89		
Metabolite_M391T479_2	M391T479_2	LysoPA(16_0_0_0)	391.225	478.8	Glycerophospholipids	Glycerophosphates
Metabolite_M192T46_2	M192T46_2	(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid	192.0875	46.1	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M225T52_2	M225T52_2	Galactose	225.0613	51.7		
Metabolite_M144T71	M144T71	Isobutyrylglycine	144.0668	71.2	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M267T46_1	M267T46_1	6-Acetyl-D-glucose	267.0718	46.3		
Metabolite_M147T42	M147T42	L-Arabinonate	147.0297	42.5		
Metabolite_M343T479	M343T479	10beta,14beta-dihydroxytaxa-4(20),11-dien-5alpha-yl acetate	343.2271	478.9		
Metabolite_M329T42	M329T42	Inosine 5'-monophosphate (IMP)	329.0297	42	Purine nucleotides	Purine ribonucleotides
Metabolite_M111T33	M111T33	trans-1,2-Dihydrobenzene-1,2-diol	111.0453	33	Organooxygen compounds	Alcohols and polyols
Metabolite_M297T487	M297T487	7-Methylguanosine	297.2431	486.6	Purine nucleosides	
Metabolite_M173T286	M173T286	Formylisoglutamine	173.0453	286.1		
Metabolite_M229T234	M229T234	Dodecanedioic acid	229.1442	234.3	Fatty Acyls	Fatty acids and conjugates
Metabolite_M165T46	M165T46	3-Methylxanthine	165.0407	46	Imidazopyrimidines	Purines and purine derivatives
Metabolite_M506T556_2	M506T556_2	Galactosylsphingosine	506.3342	556	Sphingolipids	Glycosphingolipids
Metabolite_M173T41	M173T41	Aconitate [cis or trans]	173.0089	40.5	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives
Metabolite_M256T424	M256T424	Phloretin	256.0935	424.4	Linear 1,3-diarylpropanoids	Chalcones and dihydrochalcones
Metabolite_M267T73	M267T73	Inosine	267.0739	72.9	Purine nucleosides	
Metabolite_M239T48	M239T48	L-Cystine	239.0162	47.6	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M161T52	M161T52	D-1,5-Anhydrofructose	161.0458	51.7	Oxanes	
Metabolite_M116T46	M116T46	Aspartate semialdehyde	116.0355	46.2		
Metabolite_M105T46	M105T46	Glycerate	105.0195	46.1	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M292T48	M292T48	(E)-1-O-Cinnamoyl-beta-D-glucose	292.0719	48.5	Cinnamic acids and derivatives	Cinnamic acid esters
Metabolite_M274T46_2	M274T46_2	epsilon-(gamma-Glutamyl)lysine	274.104	45.5	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M311T363	M311T363	11-HpODE	311.2221	362.9	Fatty Acyls	Lineolic acids and derivatives
Metabolite_M124T50	M124T50	Taurine	124.0076	49.5	Organic sulfonic acids and derivatives	Organosulfonic acids and derivatives
Metabolite_M281T658	M281T658	2-hydroxystearate	281.2481	658.2	Fatty Acyls	Fatty acids and conjugates
Metabolite_M277T580	M277T580	linolenate(18_3)	277.2168	580.4	Fatty Acyls	Lineolic acids and derivatives
Metabolite_M104T49	M104T49	L-Serine	104.0355	48.6	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M131T34_1	M131T34_1	Glutaric acid	131.0716	33.7	Carboxylic acids and derivatives	Dicarboxylic acids and derivatives
Metabolite_M109T136	M109T136	1,3-Benzenediol	109.0297	135.7	Phenols	Benzenediols
Metabolite_M119T51	M119T51	Lactaldehyde	119.0352	51.3	Organooxygen compounds	Carbonyl compounds
Metabolite_M253T52	M253T52	Galactosylglycerol	253.0924	51.8	Glycerolipids	Glycosylglycerols
Metabolite_M305T630	M305T630	12-Hydroxyjasmonate sulfate	305.248	630		
Metabolite_M279T614	M279T614	FA 18_1;O	279.2324	614		
Metabolite_M193T46	M193T46	D-Glucuronate	193.035	45.9	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M279T402	M279T402	10,11-epoxy-3,11-dimethyl-7-ethyl-2,6-tridecadienoic acid	279.196	402.2		
Metabolite_M269T301	M269T301	Baicalein	269.045	301		
Metabolite_M123T245	M123T245	3-methylcatechol	123.0454	244.9		
Metabolite_M115T72	M115T72	alpha-Ketoisovaleric acid	115.0403	72	Keto acids and derivatives	Short-chain keto acids and derivatives
Metabolite_M159T33_2	M159T33_2	N(6)-Methyllysine	159.103	33.3	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M153T231	M153T231	2,6-Dihydroxybenzoic acid	153.019	230.7	Benzene and substituted derivatives	Benzoic acids and derivatives
Metabolite_M316T49	M316T49	N-acetylglucosaminylasparagine	316.1143	48.8	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M308T46_1	M308T46_1	N-Acetylneuraminic acid	308.098	45.7		
Metabolite_M271T465	M271T465	2-Hydroxyhexadecanoic acid	271.2272	465.3	Fatty Acyls	Fatty acids and conjugates
Metabolite_M271T494	M271T494	Pentadecanal	271.2272	493.7	Fatty Acyls	Fatty aldehydes
Metabolite_M333T45	M333T45	2-(beta-D-Glucosyl)-sn-glycerol 3-phosphate	333.0584	45.2		
Metabolite_M585T452_2	M585T452_2	all-trans-Hexaprenyl diphosphate	585.313	452.1	Prenol lipids	Polyprenols
Metabolite_M295T521	M295T521	18-Oxooleate	295.2271	521.1		
Metabolite_M319T416	M319T416	5alpha-Pregnane-3alpha,20alpha-diol	319.2634	416.4	Steroids and steroid derivatives	Pregnane steroids
Metabolite_M423T690_2	M423T690_2	alpha-Tocotrienol	423.3257	689.6	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M391T354	M391T354	Isohyodeoxycholic acid	391.2843	353.8	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M485T465_3	M485T465_3	Tiglylcarnitine	485.2855	464.8	Fatty Acyls	Fatty acid esters
Metabolite_M299T586	M299T586	Sugiol	299.2583	586.3		
Metabolite_M317T442	M317T442	3-Oxo-delta5-steroid	317.2113	442.4		
Metabolite_M319T453	M319T453	3a,20b-Pregnanediol	319.2633	453	Steroids and steroid derivatives	Pregnane steroids
