feature_id	raw_id	raw_name	mz	rt	class	sub_class
Metabolite_M466T385_2	M466T385_2	Glycocholic acid	466.3162	385.3	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M102T56_2	M102T56_2	Pentanamide	102.0913	55.9	Fatty Acyls	Fatty amides
Metabolite_M573T560_2	M573T560_2	20,21-Diprenylterpendole I	573.381	560.2		
Metabolite_M104T53	M104T53	γ-Aminobutyric acid	104.0705	52.7	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M162T51	M162T51	Carnitine	162.1123	51.3		
Metabolite_M316T387	M316T387	Decanoylcarnitine (C10)	316.2479	387.3	Fatty Acyls	Fatty acid esters
Metabolite_M118T196	M118T196	Indole-3-carboxylic acid	118.065	196	Indoles and derivatives	Indolecarboxylic acids and derivatives
Metabolite_M400T498	M400T498	Palmitoylcarnitine	400.3417	498.5		
Metabolite_M160T193	M160T193	6-hydroxy-N-methylmyosmine	160.0755	192.8		
Metabolite_M119T73	M119T73	2-Hydroxyacetophenone	119.049	72.8	Organooxygen compounds	Carbonyl compounds
Metabolite_M129T52	M129T52	(5R)-Dihydrothymine	129.0657	52		
Metabolite_M107T103	M107T103	benzaldehyde	107.049	102.9		
Metabolite_M153T72	M153T72	Xanthine	153.0405	71.7	Imidazopyrimidines	Purines and purine derivatives
Metabolite_M733T533	M733T533	Plastoquinone 9	732.6213	533	Prenol lipids	Quinone and hydroquinone lipids
Metabolite_M114T73	M114T73	N-Acetyl-L-alanine	114.0548	72.7		
Metabolite_M113T72	M113T72	Uracil	113.0344	71.8	Diazines	Pyrimidines and pyrimidine derivatives
Metabolite_M149T103	M149T103	P-Coumaraldehyde	149.0595	102.8	Cinnamaldehydes	
Metabolite_M169T361	M169T361	2,6-Dihydroxyphenylacetate	169.0493	360.9		
Metabolite_M166T60	M166T60	Methionine sulfoxide	166.053	59.7	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M170T275	M170T275	8-Amino-7-oxononanoic acid	170.1173	275.4	Fatty Acyls	Fatty acids and conjugates
Metabolite_M148T57	M148T57	dihydro-3-hydroxy-4,4-dimethyl- 2(3H)-Furanone	148.0966	56.6	Lactones	Gamma butyrolactones
Metabolite_M115T86	M115T86	Oxopent-4-enoate	115.0388	86.1		
Metabolite_M149T412	M149T412	bornane-2,6-dione	149.0231	411.7		
Metabolite_M226T445	M226T445	1-Methoxyphenanthrene	226.1223	444.6	Phenanthrenes and derivatives	
Metabolite_M150T71	M150T71	L-Methionine	150.0581	71.4	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M156T45	M156T45	L-Histidine	156.0765	44.8	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M156T61	M156T61	3-(Pyrazol-1-yl)-L-alanine	156.0765	60.6	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M214T388_2	M214T388_2	Bornyl_acetate	214.1798	387.8		
Metabolite_M153T75	M153T75	D-Arabitol	153.0656	75.3	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M171T345	M171T345	7,8-diaminopelargonate	171.1489	344.5	Fatty Acyls	Fatty acids and conjugates
Metabolite_M163T392	M163T392	Caffeic acid	163.0387	392.4	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives
Metabolite_M172T444	M172T444	(1R,4S,5R)-4-Thujanol	172.1693	444.4	Prenol lipids	Monoterpenoids
Metabolite_M229T54	M229T54	3-Hydroxy-5-methyl-L-tyrosine	229.1179	53.7		
Metabolite_M159T192	M159T192	N-hydroxyl-tryptamine	159.0914	192.5	Indoles and derivatives	Indoles
Metabolite_M138T91	M138T91	Tyramine	138.0911	90.7	Benzene and substituted derivatives	Phenethylamines
Metabolite_M269T382	M269T382	2,7-dihydroxy-4'-methoxyisoflavanone	269.2259	381.5	Isoflavonoids	O-methylated isoflavonoids
Metabolite_M172T292	M172T292	N6,N6,N6-Trimethyl-L-lysine	172.1329	291.6	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M134T255	M134T255	Indolin-2-one	134.0598	255.1	Indoles and derivatives	Indolines
Metabolite_M206T308	M206T308	Indole-3-lactic acid	206.0808	308.3	Indoles and derivatives	Indolyl carboxylic acids and derivatives
Metabolite_M104T50	M104T50	2-Pentanone	104.1068	50.4	Organooxygen compounds	Carbonyl compounds
Metabolite_M105T256	M105T256	2-Phenylethanol	105.0333	256	Benzene and substituted derivatives	
Metabolite_M175T415	M175T415	1,3,6,8-Naphthalenetetrol	175.1478	414.6		
Metabolite_M131T103	M131T103	3,4-Dihydro-2H-1-benzopyran-2-one	131.0489	102.9	3,4-dihydrocoumarins	
Metabolite_M269T584	M269T584	10S-HpODE	269.247	583.9		
Metabolite_M148T60	M148T60	3-Thiomorpholinecarboxylic acid	148.0424	60		
Metabolite_M245T259	M245T259	Leucyl-leucine	245.1855	259.2	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M185T131	M185T131	p-Synephrine	185.1281	130.7	Phenols	1-hydroxy-2-unsubstituted benzenoids
Metabolite_M194T327	M194T327	3-Carbamoyl-2-phenylpropionaldehyde	194.0808	327.1	Benzene and substituted derivatives	Phenylacetaldehydes
Metabolite_M227T106	M227T106	3-Carbamoyl-2-phenylpropionic acid	227.1022	105.7	Benzene and substituted derivatives	
Metabolite_M130T57	M130T57	L-Lysine	130.086	56.5	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M165T73	M165T73	2-Hydroxycinnamic acid	165.0543	72.8	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives
Metabolite_M129T83	M129T83	4-Amino-4-cyanobutanoic acid	129.0656	82.6		
Metabolite_M151T50	M151T50	5,6-Dihydrothymine	151.0475	50.3	Diazines	Pyrimidines and pyrimidine derivatives
Metabolite_M432T261_2	M432T261_2	Gentamicinc1A	432.2808	261.2		
Metabolite_M211T90	M211T90	Phenylacetylglycine	211.1073	89.5	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M111T269	M111T269	(R)-Sulcatol	111.1166	269.3	Fatty Acyls	Fatty alcohols
Metabolite_M133T54	M133T54	Asparagine	133.0605	53.6	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M101T94	M101T94	CYCLOHEXANOL	101.0595	94.4		
Metabolite_M220T110	M220T110	Pantothenic acid	220.1175	110.5	Organooxygen compounds	Alcohols and polyols
Metabolite_M288T424	M288T424	Heptadecanoic acid	288.2891	423.5	Fatty Acyls	Fatty acids and conjugates
Metabolite_M322T73	M322T73	Beta-Citryl-L-glutamic acid	322.0762	72.6	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M143T62	M143T62	Ectoine	143.0812	62.3	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M221T82	M221T82	4-Hydroxy-l-tryptophan	221.0916	82.5		
Metabolite_M221T193	M221T193	N-Hydroxy-L-tryptophan	221.0916	192.8		
Metabolite_M136T73	M136T73	P-Hydroxyphenylethanolamine	136.0754	72.8	Phenols	1-hydroxy-2-unsubstituted benzenoids
Metabolite_M188T192	M188T192	5-Methoxyindoleacetate	188.0702	192.4	Indoles and derivatives	Indolyl carboxylic acids and derivatives
Metabolite_M196T146	M196T146	Salicyluric acid	196.06	146	Benzene and substituted derivatives	Benzoic acids and derivatives
Metabolite_M158T217	M158T217	cis-1,2-Dihydro-3-ethylcatechol	158.1172	216.9		
Metabolite_M209T105	M209T105	L-Kynurenine	209.0916	104.8		
Metabolite_M120T103	M120T103	Indoline	120.0805	102.8	Indoles and derivatives	Indolines
Metabolite_M261T207	M261T207	Gamma-glutamyl-leucine	261.1439	206.7	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M132T76	M132T76	L-Isoleucine	132.1016	76	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M176T335	M176T335	Indoleacetic acid	176.0702	335	Indoles and derivatives	Indolyl carboxylic acids and derivatives
Metabolite_M194T83	M194T83	EDDA	194.1171	83.4		
Metabolite_M190T362	M190T362	Methyl indole-3-acetate	190.0858	362.2	Indoles and derivatives	Indolyl carboxylic acids and derivatives
Metabolite_M219T117	M219T117	L-Lysopine	219.1334	116.9	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M247T234	M247T234	N-Acetyltryptophan	247.1435	233.8		
Metabolite_M219T319_1	M219T319_1	latiluciferin	219.1738	318.9		
Metabolite_M258T434	M258T434	Palmitaldehyde	258.2785	434.2	Fatty Acyls	Fatty aldehydes
Metabolite_M286T623	M286T623	9beta-pimara-7,15-dien-19-oic acid	286.2284	622.7		
Metabolite_M269T622	M269T622	8,13-Abietadien-18-al	269.2257	622.5	Prenol lipids	Diterpenoids
Metabolite_M115T44	M115T44	Pyrrolidine-2-carboxamide	115.0863	43.9	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M114T52	M114T52	Creatinine	114.0659	51.9	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M182T73	M182T73	L-Tyrosine	182.0807	72.8	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M204T56_1	M204T56_1	Acetyl-L-carnitine	204.1225	56.4	Fatty Acyls	Fatty acid esters
Metabolite_M247T90	M247T90	Gamma-Glutamylvaline	247.1282	89.7	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M132T52	M132T52	Creatine	132.0764	52.3	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M243T319	M243T319	Lumichrome	243.087	319.1	Pteridines and derivatives	Alloxazines and isoalloxazines
Metabolite_M203T50	M203T50	Symmetric dimethylarginine	203.1497	49.8	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M380T460	M380T460	Sphingosine 1-phosphate	380.255	459.9	Sphingolipids	Phosphosphingolipids
Metabolite_M232T133	M232T133	Butyrylcarnitine	232.1537	132.6	Fatty Acyls	Fatty acid esters
Metabolite_M274T405	M274T405	Palmitic acid	274.2733	405.2	Fatty Acyls	Fatty acids and conjugates
Metabolite_M543T505_2	M543T505_2	Dihydrocucurbitacin B	543.3331	505.2		
Metabolite_M144T54	M144T54	Stachydrine	144.1015	53.8	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M130T72	M130T72	Pyroglutamic acid	130.0495	72.4	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M259T72	M259T72	1-Pyrroline-4-hydroxy-2-carboxylate	259.0917	72.4	Pyrrolines	
Metabolite_M218T319	M218T319	Dodecanoic acid	218.2108	318.8	Fatty Acyls	Fatty acids and conjugates
Metabolite_M309T44	M309T44	Fructosyllysine	309.1647	44	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M271T439	M271T439	Candol B	271.2412	438.6	Prenol lipids	Diterpenoids
Metabolite_M247T60	M247T60	4,5-Secodopa	247.0917	60.5		
Metabolite_M258T53	M258T53	Glycerophosphocholine	258.1093	52.7	Glycerophospholipids	Glycerophosphocholines
Metabolite_M276T74	M276T74	N-Fructosyl isoleucine	276.1433	74	Organooxygen compounds	Alcohols and polyols
Metabolite_M280T589	M280T589	Linoleamide	280.2626	588.7	Fatty Acyls	Fatty amides
Metabolite_M176T52	M176T52	Citrulline	176.1024	52.4	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M290T84	M290T84	Ophthalmic acid	290.1337	84.3	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M302T444	M302T444	Sphinganine	302.3043	444.2	Organonitrogen compounds	Amines
Metabolite_M344T73	M344T73	Melilotoside	344.1328	72.6	Organooxygen compounds	Carbohydrates and carbohydrate conjugates
Metabolite_M282T82	M282T82	1-Methyladenosine	282.1187	81.6	Purine nucleosides	
Metabolite_M319T690	M319T690	Epipregnanolone	319.262	689.5	Steroids and steroid derivatives	Pregnane steroids
Metabolite_M309T597	M309T597	Thromboxane A2	309.2413	597.1	Fatty Acyls	Eicosanoids
Metabolite_M731T464	M731T464	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone	730.5795	464.4		
Metabolite_M282T627	M282T627	Oleamide	282.2781	627.1	Fatty Acyls	Fatty amides
Metabolite_M298T433	M298T433	Linoleic acid	298.2729	433.3	Fatty Acyls	Lineolic acids and derivatives
Metabolite_M344T426	M344T426	Dodecanoylcarnitine	344.2782	426.1	Fatty Acyls	Fatty acid esters
Metabolite_M357T486	M357T486	Dehydrolithocholic acid	357.2774	485.6		
Metabolite_M358T518	M358T518	Behenic acid	358.3665	518.2	Fatty Acyls	Fatty acids and conjugates
Metabolite_M391T427	M391T427	β-Muricholic acid	391.2827	427	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M393T591	M393T591	(3a,5b,7a)-3,7-Dihydroxycholan-24-oic acid	393.2983	591.2	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M307T57	M307T57	N-Succinyl-2-amino-6-ketopimelate	307.1123	57	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M204T196	M204T196	3-Fumarylpyruvate	204.0494	196.4	Keto acids and derivatives	Medium-chain keto acids and derivatives
Metabolite_M318T407_1	M318T407_1	4-Hydroxysphinganine	318.2989	407.5	Organonitrogen compounds	Amines
Metabolite_M366T405	M366T405	17alpha,21-Dihydroxypregnenolone	366.2622	404.7	Steroids and steroid derivatives	Hydroxysteroids
Metabolite_M450T430_2	M450T430_2	Deoxycholic acid glycine conjugate	450.3192	429.5	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M142T116	M142T116	5-(dihydroxymethyl)-2-furoic acid	141.9571	116.5		
Metabolite_M266T254	M266T254	Thiamine	266.1209	254.2	Diazines	Pyrimidines and pyrimidine derivatives
Metabolite_M102T72	M102T72	4-Methylaminobutanal	102.0908	71.5		
Metabolite_M102T56_1	M102T56_1	2,3-didehydrobutyrine	102.0544	56		
Metabolite_M118T56	M118T56	Betaine	118.0856	56.1	Carboxylic acids and derivatives	Amino acids, peptides, and analogues
Metabolite_M416T423	M416T423	Glycolithocholate	416.3135	423.5	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M181T33	M181T33	Phosphoenol-4-deoxy-3-tetrulosonate	180.9886	32.9		
Metabolite_M547T603	M547T603	3-Hexaprenyl-4-hydroxybenzoic acid	547.4179	602.7	Prenol lipids	Polyprenylphenols
Metabolite_M183T338	M183T338	4-Pyridoxolactone	183.0776	337.7	Pyridines and derivatives	Pyridinecarboxylic acids and derivatives
Metabolite_M322T263	M322T263	4-Oxonebramine	322.2106	263.3		
Metabolite_M500T395	M500T395	Taurodeoxycholic acid	500.3007	395.4	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M633T417_2	M633T417_2	Bacteriochlorophyllide a	633.2513	416.5		
Metabolite_M154T75_1	M154T75_1	5-Ureido-4-imidazole carboxylate	154.0497	75.2		
Metabolite_M450T388_1	M450T388_1	Glycine chenodeoxycholate	450.3179	388.1	Steroids and steroid derivatives	Bile acids, alcohols and derivatives
Metabolite_M204T56_2	M204T56_2	2-trans,6-trans-Farnesal	204.1856	56.2	Prenol lipids	Sesquiterpenoids
Metabolite_M591T330_1	M591T330_1	Urobilinogen	591.3128	330.4	Tetrapyrroles and derivatives	Bilirubins
